error,iteration
0.6666666666666666,156
0.6666666666666666,157
0.6666666666666666,158
0.6666666666666666,159
0.6666666666666666,160
0.6666666666666666,161
0.6666666666666666,162
0.6666666666666666,163
0.6666666666666666,164
0.6666666666666666,165
0.6666666666666666,166
0.6666666666666666,167
0.6666666666666666,168
0.6666666666666666,169
0.6666666666666666,170
0.6666666666666666,171
0.6666666666666666,172
0.6666666666666666,173
0.6666666666666666,174
0.6666666666666666,175
0.6666666666666666,176
0.6666666666666666,177
0.6666666666666666,178
0.6666666666666666,179
0.6666666666666666,180
0.6666666666666666,181
0.6666666666666666,182
0.6666666666666666,183
0.6666666666666666,184
0.6666666666666666,185
0.6666666666666666,186
0.6666666666666666,187
0.6666666666666666,188
0.6666666666666666,189
0.6666666666666666,190
0.6666666666666666,191
0.6666666666666666,192
0.6666666666666666,193
0.6666666666666666,194
0.6666666666666666,195
0.6666666666666666,196
0.6666666666666666,197
0.6666666666666666,198
0.6666666666666666,199
0.6666666666666666,200
0.6666666666666666,201
0.6666666666666666,202
0.6666666666666666,203
0.6666666666666666,204
0.6666666666666666,205
0.6666666666666666,206
0.6666666666666666,207
0.6666666666666666,208
0.6666666666666666,209
0.6666666666666666,210
0.6666666666666666,211
0.6666666666666666,212
0.6666666666666666,213
0.6666666666666666,214
0.6666666666666666,215
0.6666666666666666,216
0.6666666666666666,217
0.6666666666666666,218
0.6666666666666666,219
0.6666666666666666,220
0.6666666666666666,221
0.6666666666666666,222
0.6666666666666666,223
0.6666666666666666,224
0.6666666666666666,225
0.6666666666666666,226
0.6666666666666666,227
0.6666666666666666,228
0.6666666666666666,229
0.6666666666666666,230
0.6666666666666666,231
0.6666666666666666,232
0.6666666666666666,233
0.6666666666666666,234
0.6666666666666666,235
0.6666666666666666,236
0.6666666666666666,237
0.6666666666666666,238
0.6666666666666666,239
0.6666666666666666,240
0.6666666666666666,241
0.6666666666666666,242
0.6666666666666666,243
0.6666666666666666,244
0.6666666666666666,245
0.6666666666666666,246
0.6666666666666666,247
0.6666666666666666,248
0.6666666666666666,249
0.6666666666666666,250
0.6666666666666666,251
0.6666666666666666,252
0.6666666666666666,253
0.6666666666666666,254
0.6666666666666666,255
0.6666666666666666,256
0.6666666666666666,257
0.6666666666666666,258
0.6666666666666666,259
0.6666666666666666,260
0.6666666666666666,261
0.6666666666666666,262
0.6666666666666666,263
0.6666666666666666,264
0.6666666666666666,265
0.6666666666666666,266
0.6666666666666666,267
0.6666666666666666,268
0.6666666666666666,269
0.6666666666666666,270
0.6666666666666666,271
0.6666666666666666,272
0.6666666666666666,273
0.6666666666666666,274
0.6666666666666666,275
0.6666666666666666,276
0.6666666666666666,277
0.6666666666666666,278
0.6666666666666666,279
0.6666666666666666,280
0.6666666666666666,281
0.6666666666666666,282
0.6666666666666666,283
0.6666666666666666,284
0.6666666666666666,285
0.6666666666666666,286
0.6666666666666666,287
0.6666666666666666,288
0.6666666666666666,289
0.6666666666666666,290
0.6666666666666666,291
0.6666666666666666,292
0.6666666666666666,293
0.6666666666666666,294
0.6666666666666666,295
0.6666666666666666,296
0.6666666666666666,297
0.6666666666666666,298
0.6666666666666666,299
0.6666666666666666,300
0.6666666666666666,301
0.6666666666666666,302
0.6666666666666666,303
0.6666666666666666,304
0.6666666666666666,305
0.6666666666666666,306
0.6666666666666666,307
0.6666666666666666,308
0.6666666666666666,309
0.6666666666666666,310
0.6666666666666666,311
0.6666666666666666,312
0.6666666666666666,313
0.6666666666666666,314
0.6666666666666666,315
0.6666666666666666,316
0.6666666666666666,317
0.6666666666666666,318
0.6666666666666666,319
0.6666666666666666,320
0.6666666666666666,321
0.6666666666666666,322
0.6666666666666666,323
0.6666666666666666,324
0.6666666666666666,325
0.6666666666666666,326
0.6666666666666666,327
0.6666666666666666,328
0.6666666666666666,329
0.6666666666666666,330
0.6666666666666666,331
0.6666666666666666,332
0.6666666666666666,333
0.6666666666666666,334
0.6666666666666666,335
0.6666666666666666,336
0.6666666666666666,337
0.6666666666666666,338
0.6666666666666666,339
0.6666666666666666,340
0.6666666666666666,341
0.6666666666666666,342
0.6666666666666666,343
0.6666666666666666,344
0.6666666666666666,345
0.6666666666666666,346
0.6666666666666666,347
25.333333333333332,348
6.666666666666667,349
6.666666666666667,350
6.666666666666667,351
6.666666666666667,352
6.666666666666667,353
6.666666666666667,354
23.333333333333332,355
23.333333333333332,356
12.0,357
12.0,358
12.0,359
12.0,360
12.0,361
5.0,362
5.0,363
5.0,364
5.0,365
5.0,366
5.0,367
5.0,368
5.0,369
5.0,370
5.0,371
5.0,372
5.0,373
20.333333333333332,374
20.333333333333332,375
6.666666666666667,376
6.666666666666667,377
6.666666666666667,378
6.666666666666667,379
18.666666666666668,380
17.0,381
6.666666666666667,382
6.666666666666667,383
18.333333333333332,384
18.333333333333332,385
18.333333333333332,386
14.0,387
14.0,388
3.0,389
3.0,390
3.0,391
3.0,392
3.0,393
3.0,394
25.333333333333332,395
8.666666666666666,396
8.666666666666666,397
8.0,398
8.0,399
8.0,400
8.0,401
8.0,402
8.0,403
8.0,404
8.0,405
8.0,406
8.0,407
8.0,408
8.0,409
14.666666666666666,410
2.3333333333333335,411
2.3333333333333335,412
2.3333333333333335,413
2.3333333333333335,414
2.3333333333333335,415
2.3333333333333335,416
24.333333333333332,417
24.333333333333332,418
24.333333333333332,419
9.666666666666666,420
9.666666666666666,421
9.666666666666666,422
9.666666666666666,423
9.666666666666666,424
9.666666666666666,425
9.666666666666666,426
9.666666666666666,427
9.666666666666666,428
9.666666666666666,429
9.666666666666666,430
9.666666666666666,431
9.666666666666666,432
9.666666666666666,433
9.666666666666666,434
3.3333333333333335,435
3.3333333333333335,436
3.3333333333333335,437
3.3333333333333335,438
3.3333333333333335,439
3.3333333333333335,440
3.3333333333333335,441
3.3333333333333335,442
3.3333333333333335,443
3.3333333333333335,444
3.3333333333333335,445
3.3333333333333335,446
3.3333333333333335,447
3.3333333333333335,448
3.3333333333333335,449
3.3333333333333335,450
3.3333333333333335,451
3.3333333333333335,452
3.3333333333333335,453
14.333333333333334,454
4.666666666666667,455
4.666666666666667,456
4.666666666666667,457
4.666666666666667,458
4.666666666666667,459
15.0,460
15.0,461
15.0,462
8.333333333333334,463
8.333333333333334,464
8.333333333333334,465
2.6666666666666665,466
2.6666666666666665,467
2.6666666666666665,468
2.6666666666666665,469
2.6666666666666665,470
2.6666666666666665,471
2.6666666666666665,472
2.6666666666666665,473
2.6666666666666665,474
2.6666666666666665,475
2.6666666666666665,476
2.6666666666666665,477
2.6666666666666665,478
2.6666666666666665,479
2.6666666666666665,480
2.6666666666666665,481
2.6666666666666665,482
2.6666666666666665,483
2.6666666666666665,484
2.6666666666666665,485
2.6666666666666665,486
25.333333333333332,487
4.666666666666667,488
4.666666666666667,489
4.666666666666667,490
4.666666666666667,491
4.666666666666667,492
4.666666666666667,493
4.666666666666667,494
4.666666666666667,495
17.0,496
17.0,497
17.0,498
17.0,499
11.333333333333334,500
11.333333333333334,501
11.333333333333334,502
0.0,503
